456723c698694873
fe96efe8c9d8d2fe 113918.400000
a776d75abd190a0c 120190.400000
d13fe8d4083c544b 116989.600000
48f28908b4e52050 120380.800000
c3f83b45c3795e1e 117876.000000
51670620a6f43548 120560.800000
bf3794bcb7c52c30 120047.200000
c1d42b88facfac01 121481.600000
fc572a1d23df52e0 122012.800000
b816a9f3c2bf3692 115884.000000
b3bb9f8726c37e15 121578.400000
b7faaaf2265c853b 67693.200000
f00a229888c06f3e 71342.400000
ecb1a203f13c6a9b 73080.000000
ad6e60fef2d33883 71398.000000
4f7ad148731e1ea1 70587.600000
f87d5fe2f621aaf5 71425.600000
444d278037cc68bc 70093.600000
8fbca2a0396f2007 69580.000000
4ad73dab6744878c 71286.800000
1cc3b8b71f911b52 68867.200000
ddad8a372f5a2529 73480.400000
ae48c45b3a36f9f5 70945.200000
b5351ff6984f0754 70898.800000
ebbd4b3797a6fde6 70938.000000
bdb9c135dce12c93 67744.400000
62e514a52502718e 67696.400000
40a2655c7de5d469 70246.000000
8b9f149e30bd3770 74361.600000
bf6c7bfe08080720 72398.400000
5b414af99b4965ed 72968.400000
17dbcb46161285e4 67373.600000
508724f4be56435d 73514.000000
0d558f1cfb7a880d 71305.600000
5857ce9e61ceded0 71516.400000
2e12c4bb3f9b7c0f 72898.400000
f5af8e3325b2eb78 73095.200000
a6d365524ad99f2d 71487.200000
594b63f0d613b02e 72385.200000
2d06b8835ffedb7a 67326.800000
8041bd749b65ea74 72686.800000
0ee69cbddd78ad77 70132.400000
c9e2d9369404d72d 73247.200000
35351670d47b9059 71350.400000
c50bbfeaf793675b 69890.400000
9796ea62e4250bf1 72807.600000
bbaebb80a8bebdcc 72939.600000
3cc6e708714628d1 73588.800000
2ec4b694f0353022 72629.600000
e9392a97886b8ba0 72214.800000
5d15d6363e83f6f5 66670.800000
791a091920b41f1b 71579.600000
14d894e253ce51ac 71385.200000
c465d7a9dffaa4d4 72540.400000
ee14f2d43535ecc9 71008.400000
0095c37e73c2b5cf 70071.600000
c92d491db132b3ab 69141.600000
3f4a666897906757 69248.400000
fd005d97ccbceaab 71203.600000
8b8c0c3a708ac1ed 54057.200000
7e3091ad6c8a202b 52201.600000
aad55c5465a9e8de 51249.300000
9f63b1f48db3fc46 53511.000000
387ede92812de44e 50189.800000
a83267f5ab783fca 51231.000000
1993bf070ea9156d 53264.400000
7155979ba9af514c 53948.600000
4a079f42079e856a 54464.500000
8f024c3d1f696592 50604.200000
5e6d613995967086 51355.600000
7fc20278fed01bc9 55490.700000
e910420dfdedaf31 52616.100000
f602b5b5f3761bac 52829.900000
ff074e3a0cfe9d93 50559.200000
63efa3b7edbff23b 53450.800000
ee61b011f290e5d5 54030.000000
5727005130e7cecc 56128.000000
7129f735216d3d7f 53430.900000
9dd646de3a227fd5 54941.900000
cfa12cbb8b6405cf 53125.800000
bd5d88a8101c1ab6 56854.100000
cdf7cf2fb39a9a1a 52030.900000
8b62c631385ff34b 54520.100000
2cb961056c86e900 50736.300000
d0783ccbaee4c422 53242.500000
8dd40dabc29639fa 53194.400000
dbd13549fb8d23a4 54333.200000
fb9b707199182d52 53763.800000
a5b875eb4274ec62 55942.900000
2bc8a17b7624d1a5 52102.500000
7b2538e058534440 53402.300000
d95802a91050708e 53377.100000
38250336d61c31b4 53291.100000
95949123fc65c57c 51952.100000
47270849642a5b59 53510.300000
308bf04eaba714e8 54034.000000
e17a8bde33380794 51243.100000
aa43e42acbe55e0b 51020.100000
f53124797ff017cf 52729.300000
39f178498fee5a37 53110.700000
6365dab8cf0131d0 56749.400000
4eb52432d18ae730 54681.900000
0cedebff733a0f1c 53379.800000
4eabae9d179e32a1 53023.000000
d3a06eff9ebfb003 51671.500000
2cb26bc74f5314dc 52138.000000
ba738eb03c0e880b 53009.700000
62d2dd8ead95f5c1 52725.900000
be876dc66a897b0b 54967.700000
3ab6ddd4d81609fc 56502.600000
fa3ae55f70159e33 55488.300000
8b76bbd5f8e9f9da 51880.600000
2b59c1bbc6ae455c 54602.800000
cae359ab4488c748 53106.100000
d142ad54637c3042 54883.200000
8afa7e0f591090f1 50435.200000
b25fbb018919ed4d 52121.700000
1bc3ef206f912162 50639.000000
88fd77e64ddd02b7 52851.100000
f460f607622e54d2 54126.400000
f2c5eea1212f3d8d 54509.900000
ee99a8ede3093807 52932.800000
918a67832934a55e 53417.800000
8d66ad4bb5a2c3e5 55497.300000
2215cc3fb5cebaa8 50461.400000
9047ae77fb7b7fd6 50997.600000
d49069b85323fe11 53847.900000
9a7e0b27b6fd4ec8 55099.400000
3f84dd0e9328b1bf 48827.600000
11ba3b4bdd581749 52194.100000
51e6cc4e99b4a289 54564.100000
3005a324b02e492a 53111.400000
cd0745a503c28da0 53258.000000
d35fab14ca23582c 55102.200000
54475a407689a656 53767.300000
0cd8b8d69a73fe81 52437.500000
d5fec7a1211920c3 56128.900000
6601c240d918fa88 53807.400000
22b7eaa3d406d0e6 52790.000000
352f0382a8483a55 52568.200000
4c5a0337b0d10d55 52551.000000
4b5c96fee80bd77f 51176.300000
cbf01a21f00e15ca 51798.600000
97f0a0f2bdb2209b 53315.500000
c661ca46adc8eb36 54017.900000
93ef8c0437b1ea23 53069.400000
d6afc49b4a8bb16b 52691.100000
6ab47be918eef8f5 52241.600000
e222f1720bd6cec0 53348.100000
af2310138134a7fb 51838.600000
1950438e020fc27c 53904.200000
bc69175bd08840e4 51290.400000
d3429ed99963fd0f 52608.800000
954e3d21e6ba5cee 52342.900000
a140a680fb59323f 52818.400000
8ef490be98223479 53249.000000
